Foot MoveType type enum move-type
-24 15 -18 15 10 add
-24 15 -18 16 13 add
-24 15 -17 13 15 add
-24 15 -17 14 14 add
-24 15 -17 15 13 add
-24 15 -17 16 16 add
-24 15 -16 13 18 add
-24 15 -16 14 17 add
-24 15 -16 15 16 add
-24 15 -16 16 19 add
-24 15 -16 17 22 add
-24 15 -15 13 21 add
-24 15 -15 14 20 add
-24 15 -15 15 19 add
-24 15 -15 16 22 add
-24 20 -24 20 0 add
-24 20 -24 21 2 add
-24 20 -24 22 4 add
-24 20 -23 19 4 add
-24 20 -23 20 2 add
-24 20 -23 21 4 add
-24 20 -23 22 6 add
-24 20 -23 23 8 add
-24 20 -23 24 10 add
-24 20 -22 19 6 add
-24 20 -22 20 4 add
-24 20 -22 21 6 add
-24 20 -22 22 8 add
-24 20 -22 23 10 add
-24 20 -22 24 12 add
-24 20 -22 25 14 add
-24 20 -22 26 16 add
-24 20 -21 19 8 add
-24 20 -21 20 6 add
-24 20 -21 21 8 add
-24 20 -21 24 14 add
-24 20 -21 25 16 add
-24 20 -20 19 10 add
-24 20 -20 20 8 add
-24 20 -20 21 10 add
-24 20 -19 19 12 add
-24 20 -19 20 10 add
-24 20 -19 21 12 add
-24 20 -19 22 14 add
-24 20 -19 23 16 add
-24 20 -19 24 18 add
-24 20 -18 19 14 add
-24 20 -18 20 12 add
-24 20 -18 21 14 add
-24 20 -18 22 16 add
-24 20 -18 23 18 add
-24 20 -18 24 20 add
-24 20 -18 25 22 add
-24 20 -17 19 16 add
-24 20 -17 20 14 add
-24 20 -17 21 16 add
-24 20 -17 22 18 add
-24 20 -17 23 20 add
-24 20 -17 24 22 add
-24 20 -17 25 24 add
-24 20 -16 19 18 add
-24 20 -16 21 18 add
-24 20 -16 22 20 add
-24 20 -16 23 22 add
-24 20 -16 24 24 add
-24 20 -16 25 26 add
-24 20 -15 19 20 add
-24 20 -15 20 22 add
-24 20 -15 21 20 add
-24 20 -15 22 22 add
-24 20 -15 23 24 add
-24 20 -15 24 26 add
-24 20 -15 25 28 add
-24 20 -14 19 22 add
-24 20 -14 20 24 add
-24 20 -14 21 22 add
-24 20 -14 25 30 add
-24 20 -20 23 17 add
-24 20 -20 24 15 add
-24 20 -20 25 16 add
-24 20 -20 26 17 add
-24 20 -19 26 18 add
-24 20 -18 26 19 add
-24 20 -17 26 20 add
-24 20 -16 26 21 add
-24 20 -15 26 22 add
-24 20 -14 18 23 add
-24 20 -24 18 6 add
-24 20 -24 19 3 add
-24 20 -24 23 7 add
-24 20 -23 25 13 add
-24 20 -23 26 16 add
-24 20 -21 22 11 add
-24 20 -20 22 13 add
-24 20 -19 25 19 add
-24 20 -16 20 17 add
-24 20 -14 22 25 add
-24 20 -14 23 27 add
-24 20 -14 24 29 add
-24 20 -13 20 27 add
-24 20 -13 21 25 add
-24 20 -13 23 30 add
-24 20 -13 24 32 add
-24 20 -12 21 28 add
-24 20 -12 22 31 add
-24 20 -12 23 33 add
-24 20 -13 25 31 add
-24 20 -14 26 23 add
-24 20 -21 26 17 add
-24 20 -21 23 11 add
-24 21 -24 20 2 add
-24 21 -24 21 0 add
-24 21 -24 22 2 add
-24 21 -23 19 6 add
-24 21 -23 20 4 add
-24 21 -23 21 2 add
-24 21 -23 22 4 add
-24 21 -23 23 6 add
-24 21 -23 24 8 add
-24 21 -22 19 8 add
-24 21 -22 20 6 add
-24 21 -22 21 4 add
-24 21 -22 22 6 add
-24 21 -22 23 8 add
-24 21 -22 24 10 add
-24 21 -22 25 12 add
-24 21 -22 26 14 add
-24 21 -21 19 10 add
-24 21 -21 20 8 add
-24 21 -21 21 6 add
-24 21 -21 24 12 add
-24 21 -21 25 14 add
-24 21 -20 19 12 add
-24 21 -20 20 10 add
-24 21 -20 21 8 add
-24 21 -19 19 14 add
-24 21 -19 20 12 add
-24 21 -19 21 10 add
-24 21 -19 22 12 add
-24 21 -19 23 14 add
-24 21 -19 24 16 add
-24 21 -18 19 16 add
-24 21 -18 20 14 add
-24 21 -18 21 12 add
-24 21 -18 22 14 add
-24 21 -18 23 16 add
-24 21 -18 24 18 add
-24 21 -18 25 20 add
-24 21 -17 19 18 add
-24 21 -17 20 16 add
-24 21 -17 21 14 add
-24 21 -17 22 16 add
-24 21 -17 23 18 add
-24 21 -17 24 20 add
-24 21 -17 25 22 add
-24 21 -16 19 20 add
-24 21 -16 21 16 add
-24 21 -16 22 18 add
-24 21 -16 23 20 add
-24 21 -16 24 22 add
-24 21 -16 25 24 add
-24 21 -15 19 22 add
-24 21 -15 20 24 add
-24 21 -15 21 18 add
-24 21 -15 22 20 add
-24 21 -15 23 22 add
-24 21 -15 24 24 add
-24 21 -15 25 26 add
-24 21 -14 19 24 add
-24 21 -14 20 26 add
-24 21 -14 21 20 add
-24 21 -14 25 28 add
-24 21 -20 23 15 add
-24 21 -20 24 13 add
-24 21 -20 25 14 add
-24 21 -20 26 15 add
-24 21 -19 26 16 add
-24 21 -18 26 17 add
-24 21 -17 26 18 add
-24 21 -16 26 19 add
-24 21 -15 26 20 add
-24 21 -14 18 25 add
-24 21 -24 18 8 add
-24 21 -24 19 5 add
-24 21 -24 23 5 add
-24 21 -23 25 11 add
-24 21 -23 26 14 add
-24 21 -21 22 9 add
-24 21 -20 22 11 add
-24 21 -19 25 17 add
-24 21 -16 20 19 add
-24 21 -14 22 23 add
-24 21 -14 23 25 add
-24 21 -14 24 27 add
-24 21 -13 20 29 add
-24 21 -13 21 23 add
-24 21 -13 23 28 add
-24 21 -13 24 30 add
-24 21 -12 21 26 add
-24 21 -12 22 29 add
-24 21 -12 23 31 add
-24 21 -13 25 29 add
-24 21 -14 26 21 add
-24 21 -21 26 15 add
-24 21 -21 23 9 add
-24 22 -24 20 4 add
-24 22 -24 21 2 add
-24 22 -24 22 0 add
-24 22 -23 19 8 add
-24 22 -23 20 6 add
-24 22 -23 21 4 add
-24 22 -23 22 2 add
-24 22 -23 23 4 add
-24 22 -23 24 6 add
-24 22 -22 19 10 add
-24 22 -22 20 8 add
-24 22 -22 21 6 add
-24 22 -22 22 4 add
-24 22 -22 23 6 add
-24 22 -22 24 8 add
-24 22 -22 25 10 add
-24 22 -22 26 12 add
-24 22 -21 19 12 add
-24 22 -21 20 10 add
-24 22 -21 21 8 add
-24 22 -21 24 10 add
-24 22 -21 25 12 add
-24 22 -20 19 14 add
-24 22 -20 20 12 add
-24 22 -20 21 10 add
-24 22 -19 19 16 add
-24 22 -19 20 14 add
-24 22 -19 21 12 add
-24 22 -19 22 14 add
-24 22 -19 23 16 add
-24 22 -19 24 18 add
-24 22 -18 19 18 add
-24 22 -18 20 16 add
-24 22 -18 21 14 add
-24 22 -18 22 16 add
-24 22 -18 23 18 add
-24 22 -18 24 20 add
-24 22 -18 25 22 add
-24 22 -17 19 20 add
-24 22 -17 20 18 add
-24 22 -17 21 16 add
-24 22 -17 22 18 add
-24 22 -17 23 20 add
-24 22 -17 24 22 add
-24 22 -17 25 24 add
-24 22 -16 19 22 add
-24 22 -16 21 18 add
-24 22 -16 22 20 add
-24 22 -16 23 22 add
-24 22 -16 24 24 add
-24 22 -16 25 26 add
-24 22 -15 19 24 add
-24 22 -15 20 26 add
-24 22 -15 21 20 add
-24 22 -15 22 22 add
-24 22 -15 23 24 add
-24 22 -15 24 26 add
-24 22 -15 25 28 add
-24 22 -14 19 26 add
-24 22 -14 20 28 add
-24 22 -14 21 22 add
-24 22 -14 25 30 add
-24 22 -20 23 17 add
-24 22 -20 24 11 add
-24 22 -20 25 12 add
-24 22 -20 26 13 add
-24 22 -19 26 14 add
-24 22 -18 26 15 add
-24 22 -17 26 16 add
-24 22 -16 26 17 add
-24 22 -15 26 18 add
-24 22 -14 18 27 add
-24 22 -24 18 10 add
-24 22 -24 19 7 add
-24 22 -24 23 3 add
-24 22 -23 25 9 add
-24 22 -23 26 12 add
-24 22 -21 22 7 add
-24 22 -20 22 10 add
-24 22 -19 25 15 add
-24 22 -16 20 21 add
-24 22 -14 22 25 add
-24 22 -14 23 27 add
-24 22 -14 24 29 add
-24 22 -13 20 31 add
-24 22 -13 21 25 add
-24 22 -13 23 30 add
-24 22 -13 24 32 add
-24 22 -12 21 28 add
-24 22 -12 22 31 add
-24 22 -12 23 33 add
-24 22 -13 25 31 add
-24 22 -14 26 19 add
-24 22 -21 26 13 add
-24 22 -21 23 7 add
-23 18 -23 18 0 add
-23 18 -23 19 2 add
-23 18 -23 20 4 add
-23 18 -23 21 6 add
-23 18 -23 22 8 add
-23 18 -23 23 10 add
-23 18 -23 24 12 add
-23 18 -22 18 2 add
-23 18 -22 19 4 add
-23 18 -22 20 6 add
-23 18 -22 21 8 add
-23 18 -22 22 10 add
-23 18 -22 23 12 add
-23 18 -22 24 14 add
-23 18 -22 25 16 add
-23 18 -22 26 18 add
-23 18 -21 18 4 add
-23 18 -21 19 6 add
-23 18 -21 20 8 add
-23 18 -21 21 10 add
-23 18 -21 24 16 add
-23 18 -21 25 18 add
-23 18 -20 18 6 add
-23 18 -20 19 8 add
-23 18 -20 20 10 add
-23 18 -20 21 12 add
-23 18 -19 18 8 add
-23 18 -19 19 10 add
-23 18 -19 20 12 add
-23 18 -19 21 14 add
-23 18 -19 22 16 add
-23 18 -19 23 18 add
-23 18 -19 24 20 add
-23 18 -18 18 10 add
-23 18 -18 19 12 add
-23 18 -18 20 14 add
-23 18 -18 21 16 add
-23 18 -18 22 18 add
-23 18 -18 23 20 add
-23 18 -18 24 22 add
-23 18 -18 25 24 add
-23 18 -17 18 12 add
-23 18 -17 19 14 add
-23 18 -17 20 16 add
-23 18 -17 21 18 add
-23 18 -17 22 20 add
-23 18 -17 23 22 add
-23 18 -17 24 24 add
-23 18 -17 25 26 add
-23 18 -16 18 14 add
-23 18 -16 19 16 add
-23 18 -16 21 20 add
-23 18 -16 22 22 add
-23 18 -16 23 24 add
-23 18 -16 24 26 add
-23 18 -16 25 28 add
-23 18 -15 18 16 add
-23 18 -15 19 18 add
-23 18 -15 20 20 add
-23 18 -15 21 22 add
-23 18 -15 22 24 add
-23 18 -15 23 26 add
-23 18 -15 24 28 add
-23 18 -15 25 30 add
-23 18 -14 19 20 add
-23 18 -14 20 22 add
-23 18 -14 21 24 add
-23 18 -14 25 32 add
-23 18 -23 16 4 add
-23 18 -20 23 19 add
-23 18 -20 24 17 add
-23 18 -20 25 18 add
-23 18 -20 26 19 add
-23 18 -19 26 20 add
-23 18 -18 26 21 add
-23 18 -17 26 22 add
-23 18 -16 26 23 add
-23 18 -15 17 17 add
-23 18 -15 26 24 add
-23 18 -14 17 18 add
-23 18 -14 18 17 add
-23 18 -24 17 6 add
-23 18 -24 18 3 add
-23 18 -24 19 5 add
-23 18 -24 23 13 add
-23 18 -23 17 3 add
-23 18 -23 25 15 add
-23 18 -23 26 18 add
-23 18 -22 16 7 add
-23 18 -22 17 5 add
-23 18 -21 22 13 add
-23 18 -20 22 15 add
-23 18 -19 25 21 add
-23 18 -16 17 17 add
-23 18 -16 20 19 add
-23 18 -15 16 20 add
-23 18 -14 22 27 add
-23 18 -14 23 29 add
-23 18 -14 24 31 add
-23 18 -13 20 25 add
-23 18 -13 21 27 add
-23 18 -13 23 32 add
-23 18 -13 24 34 add
-23 18 -12 21 30 add
-23 18 -12 22 33 add
-23 18 -12 23 35 add
-23 18 -13 25 33 add
-23 18 -14 26 25 add
-23 18 -21 26 19 add
-23 18 -21 23 13 add
-23 19 -24 20 4 add
-23 19 -24 21 6 add
-23 19 -24 22 8 add
-23 19 -23 18 2 add
-23 19 -23 19 0 add
-23 19 -23 20 2 add
-23 19 -23 21 4 add
-23 19 -23 22 6 add
-23 19 -23 23 8 add
-23 19 -23 24 10 add
-23 19 -22 18 4 add
-23 19 -22 19 2 add
-23 19 -22 20 4 add
-23 19 -22 21 6 add
-23 19 -22 22 8 add
-23 19 -22 23 10 add
-23 19 -22 24 12 add
-23 19 -22 25 14 add
-23 19 -22 26 16 add
-23 19 -21 18 6 add
-23 19 -21 19 4 add
-23 19 -21 20 6 add
-23 19 -21 21 8 add
-23 19 -21 24 14 add
-23 19 -21 25 16 add
-23 19 -20 18 8 add
-23 19 -20 19 6 add
-23 19 -20 20 8 add
-23 19 -20 21 10 add
-23 19 -19 18 10 add
-23 19 -19 19 8 add
-23 19 -19 20 10 add
-23 19 -19 21 12 add
-23 19 -19 22 14 add
-23 19 -19 23 16 add
-23 19 -19 24 18 add
-23 19 -18 18 12 add
-23 19 -18 19 10 add
-23 19 -18 20 12 add
-23 19 -18 21 14 add
-23 19 -18 22 16 add
-23 19 -18 23 18 add
-23 19 -18 24 20 add
-23 19 -18 25 22 add
-23 19 -17 18 14 add
-23 19 -17 19 12 add
-23 19 -17 20 14 add
-23 19 -17 21 16 add
-23 19 -17 22 18 add
-23 19 -17 23 20 add
-23 19 -17 24 22 add
-23 19 -17 25 24 add
-23 19 -16 18 16 add
-23 19 -16 19 14 add
-23 19 -16 21 18 add
-23 19 -16 22 20 add
-23 19 -16 23 22 add
-23 19 -16 24 24 add
-23 19 -16 25 26 add
-23 19 -15 18 18 add
-23 19 -15 19 16 add
-23 19 -15 20 18 add
-23 19 -15 21 20 add
-23 19 -15 22 22 add
-23 19 -15 23 24 add
-23 19 -15 24 26 add
-23 19 -15 25 28 add
-23 19 -14 19 18 add
-23 19 -14 20 20 add
-23 19 -14 21 22 add
-23 19 -14 25 30 add
-23 19 -23 16 6 add
-23 19 -20 23 17 add
-23 19 -20 24 15 add
-23 19 -20 25 16 add
-23 19 -20 26 17 add
-23 19 -19 26 18 add
-23 19 -18 26 19 add
-23 19 -17 26 20 add
-23 19 -16 26 21 add
-23 19 -15 17 19 add
-23 19 -15 26 22 add
-23 19 -14 17 20 add
-23 19 -14 18 19 add
-23 19 -24 17 8 add
-23 19 -24 18 5 add
-23 19 -24 19 3 add
-23 19 -24 23 11 add
-23 19 -23 17 5 add
-23 19 -23 25 13 add
-23 19 -23 26 16 add
-23 19 -22 16 9 add
-23 19 -22 17 7 add
-23 19 -21 22 11 add
-23 19 -20 22 13 add
-23 19 -19 25 19 add
-23 19 -16 17 19 add
-23 19 -16 20 17 add
-23 19 -15 16 22 add
-23 19 -14 22 25 add
-23 19 -14 23 27 add
-23 19 -14 24 29 add
-23 19 -13 20 23 add
-23 19 -13 21 25 add
-23 19 -13 23 30 add
-23 19 -13 24 32 add
-23 19 -12 21 28 add
-23 19 -12 22 31 add
-23 19 -12 23 33 add
-23 19 -13 25 31 add
-23 19 -14 26 23 add
-23 19 -21 26 17 add
-23 19 -21 23 11 add
-23 20 -24 20 2 add
-23 20 -24 21 4 add
-23 20 -24 22 6 add
-23 20 -23 18 4 add
-23 20 -23 19 2 add
-23 20 -23 20 0 add
-23 20 -23 21 2 add
-23 20 -23 22 4 add
-23 20 -23 23 6 add
-23 20 -23 24 8 add
-23 20 -22 18 6 add
-23 20 -22 19 4 add
-23 20 -22 20 2 add
-23 20 -22 21 4 add
-23 20 -22 22 6 add
-23 20 -22 23 8 add
-23 20 -22 24 10 add
-23 20 -22 25 12 add
-23 20 -22 26 14 add
-23 20 -21 18 8 add
-23 20 -21 19 6 add
-23 20 -21 20 4 add
-23 20 -21 21 6 add
-23 20 -21 24 12 add
-23 20 -21 25 14 add
-23 20 -20 18 10 add
-23 20 -20 19 8 add
-23 20 -20 20 6 add
-23 20 -20 21 8 add
-23 20 -19 18 12 add
-23 20 -19 19 10 add
-23 20 -19 20 8 add
-23 20 -19 21 10 add
-23 20 -19 22 12 add
-23 20 -19 23 14 add
-23 20 -19 24 16 add
-23 20 -18 18 14 add
-23 20 -18 19 12 add
-23 20 -18 20 10 add
-23 20 -18 21 12 add
-23 20 -18 22 14 add
-23 20 -18 23 16 add
-23 20 -18 24 18 add
-23 20 -18 25 20 add
-23 20 -17 18 16 add
-23 20 -17 19 14 add
-23 20 -17 20 12 add
-23 20 -17 21 14 add
-23 20 -17 22 16 add
-23 20 -17 23 18 add
-23 20 -17 24 20 add
-23 20 -17 25 22 add
-23 20 -16 18 18 add
-23 20 -16 19 16 add
-23 20 -16 21 16 add
-23 20 -16 22 18 add
-23 20 -16 23 20 add
-23 20 -16 24 22 add
-23 20 -16 25 24 add
-23 20 -15 18 20 add
-23 20 -15 19 18 add
-23 20 -15 20 20 add
-23 20 -15 21 18 add
-23 20 -15 22 20 add
-23 20 -15 23 22 add
-23 20 -15 24 24 add
-23 20 -15 25 26 add
-23 20 -14 19 20 add
-23 20 -14 20 22 add
-23 20 -14 21 20 add
-23 20 -14 25 28 add
-23 20 -23 16 8 add
-23 20 -20 23 15 add
-23 20 -20 24 13 add
-23 20 -20 25 14 add
-23 20 -20 26 15 add
-23 20 -19 26 16 add
-23 20 -18 26 17 add
-23 20 -17 26 18 add
-23 20 -16 26 19 add
-23 20 -15 17 21 add
-23 20 -15 26 20 add
-23 20 -14 17 22 add
-23 20 -14 18 21 add
-23 20 -24 17 10 add
-23 20 -24 18 7 add
-23 20 -24 19 5 add
-23 20 -24 23 9 add
-23 20 -23 17 7 add
-23 20 -23 25 11 add
-23 20 -23 26 14 add
-23 20 -22 16 11 add
-23 20 -22 17 9 add
-23 20 -21 22 9 add
-23 20 -20 22 11 add
-23 20 -19 25 17 add
-23 20 -16 17 21 add
-23 20 -16 20 15 add
-23 20 -15 16 24 add
-23 20 -14 22 23 add
-23 20 -14 23 25 add
-23 20 -14 24 27 add
-23 20 -13 20 25 add
-23 20 -13 21 23 add
-23 20 -13 23 28 add
-23 20 -13 24 30 add
-23 20 -12 21 26 add
-23 20 -12 22 29 add
-23 20 -12 23 31 add
-23 20 -13 25 29 add
-23 20 -14 26 21 add
-23 20 -21 26 15 add
-23 20 -21 23 9 add
-23 21 -24 20 4 add
-23 21 -24 21 2 add
-23 21 -24 22 4 add
-23 21 -23 18 6 add
-23 21 -23 19 4 add
-23 21 -23 20 2 add
-23 21 -23 21 0 add
-23 21 -23 22 2 add
-23 21 -23 23 4 add
-23 21 -23 24 6 add
-23 21 -22 18 8 add
-23 21 -22 19 6 add
-23 21 -22 20 4 add
-23 21 -22 21 2 add
-23 21 -22 22 4 add
-23 21 -22 23 6 add
-23 21 -22 24 8 add
-23 21 -22 25 10 add
-23 21 -22 26 12 add
-23 21 -21 18 10 add
-23 21 -21 19 8 add
-23 21 -21 20 6 add
-23 21 -21 21 4 add
-23 21 -21 24 10 add
-23 21 -21 25 12 add
-23 21 -20 18 12 add
-23 21 -20 19 10 add
-23 21 -20 20 8 add
-23 21 -20 21 6 add
-23 21 -19 18 14 add
-23 21 -19 19 12 add
-23 21 -19 20 10 add
-23 21 -19 21 8 add
-23 21 -19 22 10 add
-23 21 -19 23 12 add
-23 21 -19 24 14 add
-23 21 -18 18 16 add
-23 21 -18 19 14 add
-23 21 -18 20 12 add
-23 21 -18 21 10 add
-23 21 -18 22 12 add
-23 21 -18 23 14 add
-23 21 -18 24 16 add
-23 21 -18 25 18 add
-23 21 -17 18 18 add
-23 21 -17 19 16 add
-23 21 -17 20 14 add
-23 21 -17 21 12 add
-23 21 -17 22 14 add
-23 21 -17 23 16 add
-23 21 -17 24 18 add
-23 21 -17 25 20 add
-23 21 -16 18 20 add
-23 21 -16 19 18 add
-23 21 -16 21 14 add
-23 21 -16 22 16 add
-23 21 -16 23 18 add
-23 21 -16 24 20 add
-23 21 -16 25 22 add
-23 21 -15 18 22 add
-23 21 -15 19 20 add
-23 21 -15 20 22 add
-23 21 -15 21 16 add
-23 21 -15 22 18 add
-23 21 -15 23 20 add
-23 21 -15 24 22 add
-23 21 -15 25 24 add
-23 21 -14 19 22 add
-23 21 -14 20 24 add
-23 21 -14 21 18 add
-23 21 -14 25 26 add
-23 21 -23 16 10 add
-23 21 -20 23 13 add
-23 21 -20 24 11 add
-23 21 -20 25 12 add
-23 21 -20 26 13 add
-23 21 -19 26 14 add
-23 21 -18 26 15 add
-23 21 -17 26 16 add
-23 21 -16 26 17 add
-23 21 -15 17 23 add
-23 21 -15 26 18 add
-23 21 -14 17 24 add
-23 21 -14 18 23 add
-23 21 -24 17 12 add
-23 21 -24 18 9 add
-23 21 -24 19 7 add
-23 21 -24 23 7 add
-23 21 -23 17 9 add
-23 21 -23 25 9 add
-23 21 -23 26 12 add
-23 21 -22 16 13 add
-23 21 -22 17 11 add
-23 21 -21 22 7 add
-23 21 -20 22 9 add
-23 21 -19 25 15 add
-23 21 -16 17 23 add
-23 21 -16 20 17 add
-23 21 -15 16 26 add
-23 21 -14 22 21 add
-23 21 -14 23 23 add
-23 21 -14 24 25 add
-23 21 -13 20 27 add
-23 21 -13 21 21 add
-23 21 -13 23 26 add
-23 21 -13 24 28 add
-23 21 -12 21 24 add
-23 21 -12 22 27 add
-23 21 -12 23 29 add
-23 21 -13 25 27 add
-23 21 -14 26 19 add
-23 21 -21 26 13 add
-23 21 -21 23 7 add
-23 22 -24 20 6 add
-23 22 -24 21 4 add
-23 22 -24 22 2 add
-23 22 -23 18 8 add
-23 22 -23 19 6 add
-23 22 -23 20 4 add
-23 22 -23 21 2 add
-23 22 -23 22 0 add
-23 22 -23 23 2 add
-23 22 -23 24 4 add
-23 22 -22 18 10 add
-23 22 -22 19 8 add
-23 22 -22 20 6 add
-23 22 -22 21 4 add
-23 22 -22 22 2 add
-23 22 -22 23 4 add
-23 22 -22 24 6 add
-23 22 -22 25 8 add
-23 22 -22 26 10 add
-23 22 -21 18 12 add
-23 22 -21 19 10 add
-23 22 -21 20 8 add
-23 22 -21 21 6 add
-23 22 -21 24 8 add
-23 22 -21 25 10 add
-23 22 -20 18 14 add
-23 22 -20 19 12 add
-23 22 -20 20 10 add
-23 22 -20 21 8 add
-23 22 -19 18 16 add
-23 22 -19 19 14 add
-23 22 -19 20 12 add
-23 22 -19 21 10 add
-23 22 -19 22 12 add
-23 22 -19 23 14 add
-23 22 -19 24 16 add
-23 22 -18 18 18 add
-23 22 -18 19 16 add
-23 22 -18 20 14 add
-23 22 -18 21 12 add
-23 22 -18 22 14 add
-23 22 -18 23 16 add
-23 22 -18 24 18 add
-23 22 -18 25 20 add
-23 22 -17 18 20 add
-23 22 -17 19 18 add
-23 22 -17 20 16 add
-23 22 -17 21 14 add
-23 22 -17 22 16 add
-23 22 -17 23 18 add
-23 22 -17 24 20 add
-23 22 -17 25 22 add
-23 22 -16 18 22 add
-23 22 -16 19 20 add
-23 22 -16 21 16 add
-23 22 -16 22 18 add
-23 22 -16 23 20 add
-23 22 -16 24 22 add
-23 22 -16 25 24 add
-23 22 -15 18 24 add
-23 22 -15 19 22 add
-23 22 -15 20 24 add
-23 22 -15 21 18 add
-23 22 -15 22 20 add
-23 22 -15 23 22 add
-23 22 -15 24 24 add
-23 22 -15 25 26 add
-23 22 -14 19 24 add
-23 22 -14 20 26 add
-23 22 -14 21 20 add
-23 22 -14 25 28 add
-23 22 -23 16 12 add
-23 22 -20 23 15 add
-23 22 -20 24 9 add
-23 22 -20 25 10 add
-23 22 -20 26 11 add
-23 22 -19 26 12 add
-23 22 -18 26 13 add
-23 22 -17 26 14 add
-23 22 -16 26 15 add
-23 22 -15 17 25 add
-23 22 -15 26 16 add
-23 22 -14 17 26 add
-23 22 -14 18 25 add
-23 22 -24 17 14 add
-23 22 -24 18 11 add
-23 22 -24 19 9 add
-23 22 -24 23 5 add
-23 22 -23 17 11 add
-23 22 -23 25 7 add
-23 22 -23 26 10 add
-23 22 -22 16 15 add
-23 22 -22 17 13 add
-23 22 -21 22 5 add
-23 22 -20 22 8 add
-23 22 -19 25 13 add
-23 22 -16 17 25 add
-23 22 -16 20 19 add
-23 22 -15 16 28 add
-23 22 -14 22 23 add
-23 22 -14 23 25 add
-23 22 -14 24 27 add
-23 22 -13 20 29 add
-23 22 -13 21 23 add
-23 22 -13 23 28 add
-23 22 -13 24 30 add
-23 22 -12 21 26 add
-23 22 -12 22 29 add
-23 22 -12 23 31 add
-23 22 -13 25 29 add
-23 22 -14 26 17 add
-23 22 -21 26 11 add
-23 22 -21 23 5 add
-23 23 -24 20 8 add
-23 23 -24 21 6 add
-23 23 -24 22 4 add
-23 23 -23 18 10 add
-23 23 -23 19 8 add
-23 23 -23 20 6 add
-23 23 -23 21 4 add
-23 23 -23 22 2 add
-23 23 -23 23 0 add
-23 23 -23 24 2 add
-23 23 -22 18 12 add
-23 23 -22 19 10 add
-23 23 -22 20 8 add
-23 23 -22 21 6 add
-23 23 -22 22 4 add
-23 23 -22 23 2 add
-23 23 -22 24 4 add
-23 23 -22 25 6 add
-23 23 -22 26 8 add
-23 23 -21 18 14 add
-23 23 -21 19 12 add
-23 23 -21 20 10 add
-23 23 -21 21 8 add
-23 23 -21 24 6 add
-23 23 -21 25 8 add
-23 23 -20 18 16 add
-23 23 -20 19 14 add
-23 23 -20 20 12 add
-23 23 -20 21 10 add
-23 23 -19 18 18 add
-23 23 -19 19 16 add
-23 23 -19 20 14 add
-23 23 -19 21 12 add
-23 23 -19 22 14 add
-23 23 -19 23 16 add
-23 23 -19 24 18 add
-23 23 -18 18 20 add
-23 23 -18 19 18 add
-23 23 -18 20 16 add
-23 23 -18 21 14 add
-23 23 -18 22 16 add
-23 23 -18 23 18 add
-23 23 -18 24 20 add
-23 23 -18 25 22 add
-23 23 -17 18 22 add
-23 23 -17 19 20 add
-23 23 -17 20 18 add
-23 23 -17 21 16 add
-23 23 -17 22 18 add
-23 23 -17 23 20 add
-23 23 -17 24 22 add
-23 23 -17 25 24 add
-23 23 -16 18 24 add
-23 23 -16 19 22 add
-23 23 -16 21 18 add
-23 23 -16 22 20 add
-23 23 -16 23 22 add
-23 23 -16 24 24 add
-23 23 -16 25 26 add
-23 23 -15 18 26 add
-23 23 -15 19 24 add
-23 23 -15 20 26 add
-23 23 -15 21 20 add
-23 23 -15 22 22 add
-23 23 -15 23 24 add
-23 23 -15 24 26 add
-23 23 -15 25 28 add
-23 23 -14 19 26 add
-23 23 -14 20 28 add
-23 23 -14 21 22 add
-23 23 -14 25 30 add
-23 23 -23 16 14 add
-23 23 -20 23 17 add
-23 23 -20 24 7 add
-23 23 -20 25 8 add
-23 23 -20 26 9 add
-23 23 -19 26 10 add
-23 23 -18 26 11 add
-23 23 -17 26 12 add
-23 23 -16 26 13 add
-23 23 -15 17 27 add
-23 23 -15 26 14 add
-23 23 -14 17 28 add
-23 23 -14 18 27 add
-23 23 -24 17 16 add
-23 23 -24 18 13 add
-23 23 -24 19 11 add
-23 23 -24 23 3 add
-23 23 -23 17 13 add
-23 23 -23 25 5 add
-23 23 -23 26 8 add
-23 23 -22 16 17 add
-23 23 -22 17 15 add
-23 23 -21 22 7 add
-23 23 -20 22 10 add
-23 23 -19 25 11 add
-23 23 -16 17 27 add
-23 23 -16 20 21 add
-23 23 -15 16 30 add
-23 23 -14 22 25 add
-23 23 -14 23 27 add
-23 23 -14 24 29 add
-23 23 -13 20 31 add
-23 23 -13 21 25 add
-23 23 -13 23 30 add
-23 23 -13 24 32 add
-23 23 -12 21 28 add
-23 23 -12 22 31 add
-23 23 -12 23 33 add
-23 23 -13 25 31 add
-23 23 -14 26 15 add
-23 23 -21 26 9 add
-23 23 -21 23 3 add
-23 24 -24 20 10 add
-23 24 -24 21 8 add
-23 24 -24 22 6 add
-23 24 -23 18 12 add
-23 24 -23 19 10 add
-23 24 -23 20 8 add
-23 24 -23 21 6 add
-23 24 -23 22 4 add
-23 24 -23 23 2 add
-23 24 -23 24 0 add
-23 24 -22 18 14 add
-23 24 -22 19 12 add
-23 24 -22 20 10 add
-23 24 -22 21 8 add
-23 24 -22 22 6 add
-23 24 -22 23 4 add
-23 24 -22 24 2 add
-23 24 -22 25 4 add
-23 24 -22 26 6 add
-23 24 -21 18 16 add
-23 24 -21 19 14 add
-23 24 -21 20 12 add
-23 24 -21 21 10 add
-23 24 -21 24 4 add
